P_NAME,P_HABITABLE,P_ESI,P_MASS_y,P_RADIUS_y,P_TEMP_EQUIL_y,P_PERIOD_y,P_TEXTURE
Kepler-227 c,0,0.574585003,9.48,3.04,441.21545,54.418694,Unknown
Kepler-1956 b,0,0.645826307,1.32,1.089,588.29548,5.9437199,Terrestrial
Kepler-385 c,0,-0.270428603,13.2,3.04,776.60083,15.163161,Neptunian
Kepler-324 b,0,0.321768284,1.55,1.14,954.14572,4.385315,Terrestrial
Kepler-352 c,0,0.642782321,2.07,1.24,578.30734,16.332995,Terrestrial
Kepler-352 d,0,0.372488899,0.449,0.806,775.02734,6.88728,Terrestrial
Kepler-238 d,0,-0.343618322,9.64,3.07,962.16774,13.233549,Unknown
Kepler-238 b,0,0.089689271,3.64,1.73,1769.5395,2.090876,Super-Earth
HD 99492 c,0,1.634145461,17.9,4.42,316.70488,95.233,Neptunian
nu Oph b,0,-1.111969238,7057.733,12,570.22282,529.93,Gas Giant
HD 4732 c,0,0.859178944,1069.4926,13.1,222.5567,3184.2,Gas Giant
K2-43 b,0,-0.53234753,18.5,4.51,651.61484,3.471149,Neptunian
OGLE-2012-BLG-0026L b,0,-4.31E-16,46.1,7.72,0,0,Neptunian
OGLE-2014-BLG-0676L b,0,-4.31E-16,1169.6085,13,0,0,Gas Giant
KMT-2017-BLG-1003L b,0,-4.31E-16,5.19,2.13,0,0,Super-Earth
KMT-2021-BLG-0748L b,0,-4.31E-16,143.02278,14.3,0,0,Gas Giant
KMT-2019-BLG-2974L b,0,-4.31E-16,88.99195,11.4,0,0,Gas Giant
Kepler-1411 b,0,0.910118751,8.35,2.82,412.34946,86.115089,Unknown
Kepler-172 e,0,0.157129904,8.05,2.76,544.4506,35.118736,Unknown
Kepler-1254 c,0,0.303490389,2.24,1.3,892.16151,3.6008428,Terrestrial
Kepler-154 d,0,-0.425823333,14.1,3.84,690.19449,20.549819,Neptunian
Kepler-1520 b,0,-0.941225254,28.1,5.77,1522.4914,0.65355357,Neptunian
Kepler-652 b,0,-0.154169244,6.76,2.49,972.33455,4.1820025,Super-Earth
Kepler-1541 b,0,0.405993869,1.65,1.16,751.2322,8.406912,Terrestrial
GJ 1148 b,0,0.833169294,96.7,11.9,211.21039,41.38,Gas Giant
HD 187123 b,0,-1.492630799,166.218,14.2,1327.8286,3.0965828,Gas Giant
HD 216536 b,0,-1.44608105,333.7215,13.8,910.6561,148.60001,Gas Giant
Kepler-482 b,0,1.630908925,6.17,2.36,370.84248,56.354186,Super-Earth
Kepler-87 b,0,-0.70052133,324.2,13.49,443.09003,114.73635,Gas Giant
K2-33 b,0,-0.736880143,1175.971,5.04,783.85919,5.424865,Gas Giant
Kepler-1537 b,0,0.276784716,1.76,1.18,1275.7532,1.4444538,Terrestrial
Kepler-684 b,0,-0.450495462,11.2,3.36,1135.6898,6.770302,Neptunian
Kepler-1295 b,0,0.195964139,3.02,1.55,1004.8257,3.8137197,Super-Earth
Kepler-204 c,0,0.348744879,3.86,1.79,623.12713,25.660593,Super-Earth
Kepler-250 c,0,0.012115794,5.82,2.28,745.46141,7.156804,Super-Earth
PSR B1620-26 b,0,-4.31E-16,794.575,13.3,0,0,Gas Giant
Kepler-340 b,0,-0.191087687,6.94,2.53,1146.2974,14.844387,Unknown
TYC 0434-04538-1 b,0,-1.375682385,1938.763,12.7,819.69772,193.2,Gas Giant
Kepler-268 c,0,0.169040129,11.4,3.38,489.22803,83.446393,Neptunian
Kepler-250 d,0,0.364274488,5.39,2.18,549.47489,17.648312,Super-Earth
Kepler-1772 b,0,-0.263299509,7.68,2.686,1634.9767,3.21509,Unknown
Kepler-1791 b,0,-0.369116187,9.91,3.121,1021.8976,7.72086,Unknown
Kepler-1796 b,0,-0.030983129,8,2.75,628.97925,29.455799,Unknown
Kepler-1761 b,0,0.471733163,2.51,1.391,639.18222,4.04354,Terrestrial
Kepler-1768 b,0,-0.020954598,5.62,2.233,837.97146,15.1359,Super-Earth
Kepler-1797 b,0,-0.166465735,9.58,3.058,652.49227,23.3594,Unknown
K2-54 b,0,0.748325126,1.6,1.15,549.52626,9.7843,Terrestrial
Kepler-1039 b,0,0.199168829,2.73,1.46,1292.5305,0.93488424,Terrestrial
Kepler-1028 b,0,0.24719281,2.33,1.33,1175.8396,2.5146243,Terrestrial
Kepler-1246 b,0,0.615286331,2.42,1.36,575.64109,11.322715,Terrestrial
Kepler-147 b,0,0.209984493,2.96,1.53,968.97035,12.610584,Super-Earth
Wolf 1061 b,0,1.562215823,1.91,1.21,417.56074,4.8869,Terrestrial
Kepler-277 b,0,-0.29446638,87.3,2.92,949.23736,17.324,Gas Giant
USco CTIO 108 b,0,-1.436572716,4449.62,12.3,3.2030396,0,Gas Giant
Kepler-754 b,0,0.030614279,4.7,2.01,950.32185,14.559624,Super-Earth
Kepler-261 c,0,0.675448894,4.66,2,491.79874,24.570858,Super-Earth
Kepler-266 c,0,0.895178133,14.4,3.89,379.43869,107.7236,Neptunian
Kepler-273 b,0,0.201564949,2.86,1.5,1088.3005,2.936532,Terrestrial
Kepler-284 b,0,0.126551868,5.65,2.24,649.13203,12.699149,Super-Earth
Kepler-270 b,0,0.034921841,4.7,2.01,931.98264,11.476094,Super-Earth
K2-259 b,0,-0.029219031,5.99,2.32,786.64164,15.48043,Super-Earth
K2-183 d,0,0.18317272,5.9,2.3,602.11603,22.620344,Super-Earth
K2-32 b,0,-0.767646302,15,5.299,761.88901,8.992,Neptunian
Kepler-217 d,0,0.230987606,2.3,1.32,1749.6614,3.8868952,Terrestrial
Kepler-364 c,0,0.350288853,5.27,2.15,558.17761,59.980627,Super-Earth
Kepler-135 c,0,0.304320553,1.65,1.16,1027.2617,11.448708,Terrestrial
Kepler-1459 b,0,2.483323168,2.42,1.36,354.43225,62.869161,Terrestrial
Kepler-1365 b,0,0.296486814,0.721,0.92,1188.0072,7.6999348,Terrestrial
Kepler-1193 b,0,0.233970308,2.3,1.32,1553.092,2.8326521,Terrestrial
Kepler-1415 b,0,0.238710195,2.21,1.29,1789.2394,0.63642408,Terrestrial
Kepler-1433 b,0,0.164380555,3.05,1.56,1292.7807,4.1359227,Super-Earth
Kepler-24 e,0,-0.166095314,8.15,2.78,744.14945,18.998355,Unknown
PSR J1719-1438 b,0,-4.31E-16,382.8,13.654421,0,0.09070629,Gas Giant
Kepler-1232 b,0,0.633691764,4.38,1.93,506.526,26.783918,Super-Earth
Kepler-310 c,0,0.64283475,11.4,3.38,418.79024,56.47542,Neptunian
Kepler-350 c,0,-0.331022947,6.1,3.1,875.73927,17.849,Unknown
Kepler-443 b,2,3.553634511,6.04,2.33,246.8696,177.6693,Super-Earth
Kepler-33 c,0,-0.391704518,0.39,3.2,1017.4399,13.17562,Unknown
Kepler-398 b,0,0.410315489,0.749,0.93,761.41841,4.081423,Terrestrial
Kepler-439 b,0,3.119602311,5.65,2.24,296.36102,178.1396,Super-Earth
Kepler-370 b,0,0.168107282,3.15,1.59,1100.0257,4.57953,Super-Earth
Kepler-1464 c,0,0.290341443,0.972,1,1393.8288,5.3278629,Terrestrial
Kepler-1152 b,0,0.332551637,0.59,0.87,907.18796,1.6468019,Terrestrial
Kepler-1376 b,0,0.322515805,1.16,1.05,999.99797,5.3088066,Terrestrial
Kepler-1033 b,0,-0.13115985,6.85,2.51,858.83035,7.5605281,Unknown
Kepler-1093 b,0,0.10216736,4.46,1.95,808.72293,25.082463,Super-Earth
Kepler-1304 b,0,-0.095205634,5.86,2.29,1061.445,16.128885,Super-Earth
BD-08 2823 c,0,0.782538702,104,12.5,214.9591,237.6,Gas Giant
Kepler-1598 b,0,0.309555603,0.809,0.95,1085.0366,4.3419512,Terrestrial
Kepler-736 b,0,-0.308220318,8.91,2.93,1006.6484,3.601472,Unknown
Kepler-708 b,0,-0.332058477,8.91,2.93,1260.7963,3.1678919,Unknown
Kepler-697 b,0,-0.641515466,16,4.13,1157.0157,3.7098707,Neptunian
Kepler-727 b,0,-0.153701423,6.94,2.53,908.35035,5.1544844,Unknown
Kepler-587 b,0,0.051484261,5.6,2.23,719.91502,10.940278,Super-Earth
Kepler-622 b,0,0.597839298,5.18,2.13,495.94131,14.282267,Super-Earth
Kepler-325 d,0,0.478506438,8.2,2.79,468.96277,38.715185,Unknown
Kepler-1884 b,0,0.092582961,3.95,1.814,1027.8302,8.9883204,Super-Earth
Kepler-177 c,0,-0.914206483,14.7,8.73,567.63275,49.40926,Neptunian
Kepler-203 c,0,-0.164200105,749.9,2.47,1088.7666,5.370647,Gas Giant
Kepler-1090 b,0,3.168889869,5.69,2.25,293.58551,198.68018,Super-Earth
Kepler-1090 c,0,0.186721111,10.9,3.293,491.13907,42.4272,Neptunian
Kepler-169 b,0,0.322570253,1.51,1.13,957.34773,3.250619,Terrestrial
Kepler-174 b,0,0.369401184,4.5,1.96,580.22937,13.98179,Super-Earth
Kepler-251 d,0,0.165065626,8.1,2.77,540.83404,30.133001,Unknown
GJ 422 b,0,2.800069722,11.07,3.33,247.37666,20.129,Neptunian
Kepler-781 b,0,-0.094738589,8.7,2.89,639.75342,13.214073,Unknown
Kepler-643 b,0,-1.293680238,321.0083,10.16,936.6006,16.338896,Gas Giant
Kepler-636 b,0,-0.434295462,18.1,4.45,596.6787,16.080661,Neptunian
Kepler-903 c,0,0.163595441,6.94,2.53,571.93443,62.922856,Unknown
Kepler-256 c,0,-0.052595738,5.27,2.15,1160.7627,3.38802,Super-Earth
Kepler-1599 b,0,1.375643969,3.26,1.62,421.39665,122.36355,Super-Earth
Kepler-199 b,0,-0.10958833,9.85,3.11,606.06774,23.637604,Unknown
Kepler-170 c,0,-0.137923029,8.55,2.86,681.88959,16.665863,Unknown
Kepler-1565 b,0,0.28070912,1.81,1.19,1186.0177,1.5381884,Terrestrial
Kepler-553 b,0,-0.725319134,19.4,4.63,996.38465,4.030468,Neptunian
Kepler-1147 b,0,-0.189761895,7.32,2.61,940.77987,10.62785,Unknown
HD 82943 c,0,0.287973208,622.603,13.4,327.48667,220.078,Gas Giant
HU Aqr AB b,0,-4.31E-16,1875.197,12.8,0,2390,Gas Giant
Kepler-1026 b,0,1.299731673,5.52,2.21,401.64871,36.515605,Super-Earth
Kepler-837 b,0,0.012853605,7.08,2.56,644.37205,16.560595,Unknown
HD 75784 b,0,-0.294120194,317.83,13.8,387.26106,341.2,Gas Giant
CoRoT-8 b,0,-0.940270271,69.92,6.39,806.1752,6.21229,Gas Giant
Kepler-69 c,0,3.468694417,3.57,1.71,300.76335,242.4613,Super-Earth
K2-356 b,0,0.307192572,5.86,2.29,553.57374,21.026737,Super-Earth
K2-357 b,0,-0.342623181,13.4,3.72,644.04425,16.348864,Neptunian
K2-392 b,0,0.160556349,4.08,1.85,774.70578,15.398723,Super-Earth
Kepler-1266 b,0,0.637851282,7.18,2.58,456.86184,28.474748,Unknown
Kepler-1600 c,0,0.110611837,4.43,1.942,798.43598,7.2980499,Super-Earth
Kepler-1424 b,0,0.462604312,1.65,1.16,690.20249,29.609174,Terrestrial
Kepler-604 b,0,0.001359782,7.22,2.59,644.83703,25.855018,Unknown
Kepler-1455 b,0,3.419062615,5.31,2.16,284.92562,49.276764,Super-Earth
K2-64 b,0,0.021693979,4.94,2.07,894.85854,6.53044,Super-Earth
K2-73 b,0,-0.13820133,6.57,2.45,964.16358,7.49543,Super-Earth
Kepler-222 c,0,-0.60380523,19.4,4.64,695.15078,10.08881,Neptunian
Kepler-1802 b,0,0.485449196,3.43,1.671,581.32729,15.4502,Super-Earth
Kepler-1820 b,0,-0.028481142,9.9,3.119,567.58246,31.032499,Unknown
Kepler-1831 b,0,0.042027633,4.54,1.97,969.90469,5.7838702,Super-Earth
Kepler-1833 b,0,0.255195021,2.24,1.3,1179.8384,6.8921299,Terrestrial
Kepler-1835 b,0,-0.442642772,12.2,3.534,843.8245,11.9641,Neptunian
Kepler-1292 b,0,0.076074368,3.97,1.82,1148.5446,3.276464,Super-Earth
Kepler-1021 b,0,0.063015133,6.04,2.33,671.18067,13.474696,Super-Earth
HD 102329 c,0,-0.547307411,483.1016,13.5,416.49656,1123,Gas Giant
Kepler-165 b,0,0.014096676,5.99,2.32,723.49155,8.180848,Super-Earth
Kepler-156 c,0,0.140897126,7.04,2.55,578.10507,15.906801,Unknown
Kepler-1581 b,0,0.264420262,0.437,0.8,1228.9091,6.2838549,Terrestrial
Kepler-234 b,0,-0.554899277,13.2,3.7,1462.4119,2.711506,Neptunian
Kepler-239 c,0,1.503625041,6.85,2.51,374.35386,56.228098,Unknown
Kepler-226 c,0,-0.062251518,45.2,2.27,921.7979,5.349555,Neptunian
Kepler-1533 b,0,1.028363264,11.8,3.46,380.10129,308.5471,Neptunian
Kepler-1627 b,0,-0.482842878,13.2,3.69,843.80914,7.2028365,Neptunian
Kepler-395 b,0,0.881219373,1.08,1.03,518.72215,7.054346,Terrestrial
HD 99706 b,0,-0.021972962,390.9309,13.7,357.30712,841,Gas Giant
EPIC 201238110 b,0,3.565308145,4.16,1.87,291.50182,28.1656,Super-Earth
HIP 4845 b,0,1.482302772,14.4,3.89,333.51697,34.15,Neptunian
Kepler-710 b,0,0.043073105,4.19,1.88,1296.236,4.3472855,Super-Earth
Kepler-308 b,0,0.043050191,5.14,2.12,794.28883,9.694928,Super-Earth
Kepler-235 e,0,3.212541819,5.56,2.22,292.69136,46.183669,Super-Earth
Kepler-267 b,0,0.224739241,37.9,1.98,652.75296,3.353728,Neptunian
Kepler-304 d,0,-0.007852954,8,2.75,615.25438,9.653471,Unknown
Kepler-584 b,0,-0.53662814,16.5,4.21,719.51039,35.18103,Neptunian
Kepler-436 b,0,2.804695974,7.9,2.73,291.58181,64.00205,Unknown
GJ 685 b,0,1.867203148,9,2.95,337.79256,24.16,Unknown
HD 202696 b,0,-0.721631165,634.38868,13.354278,447.66233,517.8,Gas Giant
HD 106906 b,0,-1.44045384,3496,12.4,15.386613,0,Gas Giant
Kepler-466 c,0,0.271773985,2.1,1.25,1136.6408,3.7092138,Terrestrial
Kepler-34 b,0,1.37593291,69.92,8.564,269.03516,288.822,Gas Giant
Kepler-389 c,0,0.594613015,2.73,1.46,570.69408,14.51143,Terrestrial
Kepler-42 b,0,0.81438746,0.399,0.78,523.39223,1.2137672,Terrestrial
Kepler-356 b,0,0.156675364,3.09,1.57,1391.2728,4.612696,Super-Earth
Kepler-946 b,0,0.084665724,4.38,1.93,869.29233,11.791626,Super-Earth
OGLE-2012-BLG-0358L b,0,-4.31E-16,588,13.4,0,0,Gas Giant
POTS-1 b,0,-1.215266686,734.16,10.548,705.11922,3.1606296,Gas Giant
Kepler-52 d,0,2.477147116,4.46,1.95,336.56118,36.445171,Super-Earth
HD 121504 b,0,-0.954870605,479.9233,13.6,494.67311,63.33,Gas Giant
Kepler-726 b,0,-0.066465096,10.7,3.26,565.40162,21.804511,Neptunian
Kepler-79 c,0,-0.42020497,5.9,3.72,717.22343,27.4029,Unknown
Kepler-739 b,0,-0.361992997,11,3.32,792.82877,12.532485,Neptunian
Kepler-80 e,0,0.283458649,4.13,1.6,738.00442,4.64489,Super-Earth
Kepler-803 b,0,-0.214282408,13.8,3.79,565.51538,50.286382,Neptunian
OGLE-2017-BLG-0482L b,0,-4.31E-16,9,2.95,0,0,Unknown
PH2 b,0,1.220479848,25426.4,10.12,261.09653,282.5255,Gas Giant
GJ 3779 b,0,0.417346638,8,2.75,481.92545,3.0232,Unknown
Kepler-1853 b,0,2.00463844,2.92,1.519,376.65779,48.888199,Super-Earth
KOI-1257 b,0,-0.703924241,460.83,10.54,400.42484,86.647661,Gas Giant
HIP 78530 b,0,-1.42388968,7300,12,20.581824,0,Gas Giant
Kepler-817 b,0,-1.248172722,60.2,9.03,1205.5251,3.9901062,Gas Giant
Kepler-945 b,0,0.125811183,7.41,2.63,572.27424,31.003381,Unknown
Kepler-875 b,0,-0.118129433,8.75,2.9,654.24503,27.50738,Unknown
Kepler-886 b,0,0.20604308,2.92,1.52,1008.2363,6.2414637,Super-Earth
Kepler-911 b,0,-0.192890078,7.27,2.6,972.35309,20.310501,Unknown
Kepler-1698 b,0,0.289585612,1.25,1.073,1326.9412,1.2107,Terrestrial
CoRoT-29 b,0,-1.315377735,270.1555,10.088,1227.7875,2.85057,Gas Giant
Kepler-957 b,0,-0.8277583,25.9,5.5,822.98857,5.9074135,Neptunian
Kepler-999 b,0,-0.133755588,6.08,2.34,1330.5345,5.991857,Super-Earth
MOA-2010-BLG-353L b,0,-4.31E-16,86,11.1,0,0,Gas Giant
UZ For b,0,-4.31E-16,2002.2,12.695731,0,5840,Gas Giant
K2-374 b,0,0.164696061,3.16,1.593,1121.8439,4.521953,Super-Earth
K2-397 b,0,-0.147092269,6.42,2.417,1107.2778,3.572326,Super-Earth
K2-407 b,0,0.279108367,2.19,1.283,1015.1953,4.941907,Terrestrial
Kepler-1038 c,0,0.315241308,2.59,1.416,786.22466,7.1276598,Terrestrial
HD 10442 b,0,0.706174352,472.61321,13.6,214.54902,1032.3,Gas Giant
HD 128311 c,0,-0.719547056,1204.2579,13,143.59331,921.538,Gas Giant
Kepler-1902 b,0,0.468557367,1.74,1.176,682.52623,3.8222201,Terrestrial
tau Cet h,0,1.39373444,1.83,1.19,432.10572,49.41,Terrestrial
HD 175541 b,0,-0.717828474,190.06234,14.1,441.33453,298.43,Gas Giant
K2-218 b,0,-0.158354472,7.13,2.569,877.45605,8.679885,Unknown
11 UMi b,0,-1.364886061,4684.8142,12.3,833.83473,516.21997,Gas Giant
HD 45184 b,0,-0.482840936,12.19,3.52,1034.6027,5.8854,Neptunian
Kepler-1064 b,0,0.516667564,3.02,1.55,587.97294,16.540803,Super-Earth
K2-91 b,0,0.471954296,1.37,1.1,688.98132,1.419549,Terrestrial
K2-154 c,0,0.424456857,4.94,2.07,544.88566,7.95486,Super-Earth
Kepler-1389 b,0,3.430584012,3.78,1.77,301.16212,99.253095,Super-Earth
Kepler-346 c,0,-0.016757719,9.64,3.07,569.1085,23.851549,Unknown
Kepler-83 d,0,0.336377629,24.6,1.94,598.15622,5.169796,Neptunian
Kepler-919 b,0,-0.047454517,5.69,2.25,895.39612,11.046034,Super-Earth
Kepler-944 b,0,0.334089708,7.41,2.63,509.18043,43.316774,Unknown
Kepler-1712 b,0,0.974722473,5.83,2.284,430.03701,13.815,Super-Earth
Kepler-1738 b,0,-0.254299285,8.37,2.825,908.91693,7.6746302,Unknown
Kepler-1642 b,0,-0.182485923,10.3,3.2,632.99875,12.205751,Neptunian
Kepler-415 c,0,0.287609856,4.7,2.01,607.93522,8.708,Super-Earth
Kepler-431 d,0,0.308565123,1.41,1.11,1049.6429,11.922,Terrestrial
Kepler-329 c,0,1.111664778,4.38,1.93,433.32175,18.684737,Super-Earth
Kepler-971 b,0,0.069691396,5.18,2.13,745.75634,9.5907072,Super-Earth
DMPP-1 b,0,-0.786422621,24.27,5.29,800.64259,18.57,Neptunian
GJ 180 b,0,3.200143578,6.49,2.43,283.51277,17.133,Super-Earth
Kepler-341 e,0,0.419673551,4.62,1.99,557.11138,42.473269,Super-Earth
Kepler-38 b,0,-0.109019768,122,4.3,496.80691,105.599,Gas Giant
Kepler-1762 b,0,-0.104956641,8.05,2.76,682.3931,29.539101,Unknown
Kepler-200 c,0,0.221861319,3.15,1.59,853.05779,10.222157,Super-Earth
GJ 3293 e,0,2.531749492,3.28,1.63,341.40487,13.2543,Super-Earth
GJ 163 b,0,1.019508908,10.6,3.25,386.68784,8.63182,Neptunian
HD 141399 d,0,0.380260112,375.0394,13.7,197.75511,1069.8,Gas Giant
HD 93083 b,0,0.778195255,117.59,13.4,294.81917,143.58,Gas Giant
HD 159243 c,0,0.682554219,603.9,13.4,304.01976,248.4,Gas Giant
HD 152581 b,0,-0.283060561,594.02427,13.4,388.37585,686.5,Gas Giant
HD 102117 b,0,-1.093575766,54.0311,8.47,719.30273,20.8133,Gas Giant
HD 195019 b,0,-1.388426315,1264.9634,13,824.67528,18.20132,Gas Giant
HR 8799 d,0,-1.375664334,3000,13,75.52634,37000,Gas Giant
TOI-220 b,0,-0.237870694,13.8,3.03,731.74318,10.695264,Neptunian
OGLE-TR-10 b,0,-1.492081942,197.046,14.011,1291.7847,3.101278,Gas Giant
OGLE-2014-BLG-1722L c,0,-4.31E-16,83.7,11,0,0,Gas Giant
Kepler-1191 b,0,0.227910066,2.89,1.51,923.16782,5.6001485,Super-Earth
K2-258 b,0,-0.255218617,9.27,3,771.8032,19.0921,Unknown
Kepler-1063 b,0,0.2734841,2.83,1.49,817.32738,14.079715,Terrestrial
HD 208487 b,0,-0.482295442,165.265,14.2,403.50233,130.08,Gas Giant
iot Dra b,0,-1.211071283,3756.7318,12.4,549.35153,510.8544,Gas Giant
Kepler-1032 b,0,0.092807356,4.16,1.87,919.59396,3.2901179,Super-Earth
K2-221 b,0,0.119686239,3.46,1.679,1309.0079,2.399094,Super-Earth
Kepler-240 b,0,0.294484262,2.45,1.37,859.96166,4.144495,Terrestrial
Kepler-155 b,0,0.444823988,5.02,2.09,536.42091,5.931194,Super-Earth
K2-200 b,0,0.25400034,2.43,1.364,1028.9703,2.849883,Terrestrial
K2-211 b,0,0.237028197,2.24,1.3,1702.8407,0.669532,Terrestrial
HD 40307 f,0,2.017137345,5.2,2.13,354.80553,51.76,Super-Earth
HD 45184 c,0,-0.23805338,8.81,2.91,791.62626,13.1354,Unknown
K2-190 c,0,0.552075277,1.34,1.093,633.61792,21.574023,Terrestrial
K2-276 b,0,-0.199082519,13.7,3.77,561.54762,18.718269,Neptunian
OGLE-TR-182 b,0,-1.438465292,320.995,12.666,1295.8795,3.9791,Gas Giant
KOI-1599.02,0,0.109928009,9,1.9,834.48751,13.6088,Super-Earth
K2-69 b,0,0.601125467,5.99,2.32,480.07155,7.06599,Super-Earth
K2-14 b,0,-0.480466332,20.7,4.81,582.01092,8.36802,Neptunian
K2-227 b,0,0.294264448,3.41,1.666,698.6009,13.621832,Super-Earth
K2-292 b,0,-0.115757159,24.5,2.63,745.30595,16.9841,Neptunian
K2-239 c,0,2.165090583,0.972,1,377.47524,7.775,Terrestrial
K2-158 c,0,0.297881424,2.18,1.28,929.93912,5.90279,Terrestrial
K2-245 b,0,-0.650556003,17.4,4.34,908.21863,11.89307,Neptunian
Kepler-147 c,0,-0.006628525,6.48,2.43,700.84638,33.416423,Super-Earth
K2-226 b,0,0.18983539,2.99,1.54,1069.3618,3.27108,Super-Earth
HD 45364 c,0,0.954072304,174.4878,14.2,239.5999,345.43,Gas Giant
Kepler-1257 b,0,0.183147787,2.92,1.52,1214.8028,2.6683138,Super-Earth
Kepler-1100 b,0,0.117826449,3.71,1.75,1024.6408,6.4220006,Super-Earth
Kepler-152 b,0,0.119183698,8.2,2.79,553.52707,18.207973,Unknown
Kepler-1327 b,0,0.193185949,3.89,1.8,755.19197,14.888011,Super-Earth
HIP 75092 b,0,0.357856719,568.91285,13.5,318.70726,926.4,Gas Giant
HIP 114933 b,0,0.809169421,616.58711,13.4,290.55557,1481.6,Gas Giant
Kepler-1879 b,0,-0.005251158,4.92,2.065,1029.3267,10.6134,Super-Earth
Kepler-1882 b,0,0.255884752,2.81,1.487,860.62122,13.7873,Terrestrial
CFHTWIR-Oph 98 b,0,-1.649899325,2479.0616,20.849,3.4920842,8040000,Gas Giant
NGTS-16 b,0,-1.497925129,211.99155,14.572,1191.5132,4.84532,Gas Giant
NGTS-15 b,0,-1.418001079,238.68913,12.33,1154.4641,3.27623,Gas Giant
NGTS-17 b,0,-1.486998812,242.8209,13.899,1479.9987,3.24253,Gas Giant
Kepler-1741 b,0,0.402900406,2.16,1.273,724.35899,2.7575901,Terrestrial
Kepler-1750 b,0,1.194684031,30.1,6.004,320.31316,205.912,Neptunian
Kepler-1782 b,0,0.017125981,5.6,2.229,766.72252,5.7562299,Super-Earth
TOI-1442 b,0,0.313376935,1.71,1.17,968.76967,0.4090677,Terrestrial
Kepler-1862 b,0,0.139730718,5.49,2.203,650.04005,16.057301,Super-Earth
HD 106252 b,0,-0.070023119,3178.2841,12.5,166.66622,1531,Gas Giant
HD 109286 b,0,0.793097037,950.30694,13.2,214.72699,520.1,Gas Giant
HAT-P-63 b,0,-1.424732901,195.14664,12.543,1129.8981,3.377728,Gas Giant
Kepler-1771 b,0,0.711565135,15.5,4.055,391.1582,88.643997,Neptunian
Kepler-1776 b,0,0.055279805,7.33,2.612,607.46667,35.011902,Unknown
Kepler-1763 b,0,0.269091099,1.59,1.147,1860.5149,1.48028,Terrestrial
Kepler-1764 b,0,-0.337190145,18.8,4.555,545.84892,70.4683,Neptunian
Kepler-1765 b,0,-0.088648521,6.78,2.495,777.88436,10.4189,Super-Earth
Kepler-1779 b,0,-0.208152105,9.44,3.033,696.18742,16.343599,Unknown
Kepler-1873 b,0,0.128696949,3.28,1.626,1778.2578,0.558842,Super-Earth
Kepler-1878 b,0,-0.327945873,8.86,2.92,1242.8847,4.4458799,Unknown
KMT-2018-BLG-1976L b,0,-4.31E-16,705.57906,13.3,0,0,Gas Giant
KMT-2018-BLG-1996L b,0,-4.31E-16,346.43296,13.7,0,0,Gas Giant
OGLE-2019-BLG-0954L b,0,-4.31E-16,4513.1634,12.3,0,0,Gas Giant
Kepler-1488 b,0,0.175265192,4.12,1.86,747.14795,39.818993,Super-Earth
Kepler-1311 b,0,0.282577532,2.07,1.24,1062.9224,11.172699,Terrestrial
Kepler-1321 c,0,-0.116900809,6.35,2.4,949.17017,2.2264911,Super-Earth
Kepler-1696 b,0,0.383761278,8.29,2.81,484.5173,65.9409,Unknown
KMT-2019-BLG-0371L b,0,-4.31E-16,2447.2787,12.6,0,0,Gas Giant
HD 24040 b,0,-0.879679965,1226.8238,13,134.60888,3668,Gas Giant
HD 3765 b,0,-0.542307942,54.98431,8.56,137.30765,1211,Gas Giant
Kepler-1812 b,0,-0.11069361,6.01,2.325,1082.104,7.1652198,Super-Earth
Kepler-1822 b,0,0.11446385,7.5,2.648,574.20647,22.1334,Unknown
K2-347 b,0,0.135967562,6.39,2.41,604.50496,7.187257,Super-Earth
K2-343 c,0,0.900665929,4.74,2.02,454.11472,7.676972,Super-Earth
K2-332 b,2,3.667944911,5.48,2.2,264.74322,17.70632,Super-Earth
K2-338 b,0,0.407807832,1.08,1.03,769.56315,3.850614,Terrestrial
K2-341 b,0,-0.112711387,10.4,3.21,592.01767,36.552551,Neptunian
EPIC 212297394 c,0,-0.03076083,5.77,2.27,827.99147,5.213965,Super-Earth
EPIC 212587672 c,0,0.08957051,5.99,2.32,653.47902,23.228555,Super-Earth
EPIC 212587672 b,0,0.394869845,2.13,1.26,737.66165,15.28078,Terrestrial
K2-354 b,0,0.687446889,3.05,1.56,530.79588,3.793306,Super-Earth
K2-331 b,0,0.136266446,3.86,1.79,878.69051,9.398977,Super-Earth
K2-345 b,0,1.053301421,5.1,2.11,430.28523,10.367437,Super-Earth
K2-268 d,0,0.253543548,2.83,1.49,864.09291,4.528598,Terrestrial
K2-268 e,0,0.34493077,2.33,1.33,781.08601,6.131243,Terrestrial
K2-331 c,0,-0.054584309,7.85,2.72,652.09116,22.996591,Unknown
KMT-2018-BLG-1025L b,0,-4.31E-16,6.059,2.34,0,0,Super-Earth
K2-268 f,0,0.634670903,5.6,2.23,480.90416,26.27057,Super-Earth
K2-335 b,0,-0.047871929,5.52,2.21,957.20897,12.283211,Super-Earth
K2-336 b,0,0.721117145,1.98,1.22,553.26839,21.194733,Terrestrial
Kepler-1826 b,0,0.242281267,2.78,1.475,914.97643,1.61536,Terrestrial
Kepler-1830 b,0,-0.233446002,11.1,3.33,641.66379,56.493301,Neptunian
Kepler-1840 b,0,3.137780009,8.13,2.778,266.62668,131.19,Unknown
K2-349 b,0,0.327496088,2.48,1.38,784.96168,9.032178,Terrestrial
